,string,tokens,label
3335,get on with,"['get', 'on', 'with']",PVC
3336,have on,"['have', 'on']",PVC
3337,get out,"['get', 'out']",PVC
3338,get out,"['get', 'out']",PVC
3339,get on,"['get', 'on']",PVC
3340,do up,"['do', 'up']",PVC
3341,get about,"['get', 'about']",PVC
3342,get it on,"['get', 'it', 'on']",PVC
3343,get down to,"['get', 'down', 'to']",PVC
3344,take on,"['take', 'on']",PVC
3345,take on,"['take', 'on']",PVC
3346,have on,"['have', 'on']",PVC
3347,get out,"['get', 'out']",PVC
3348,get together,"['get', 'together']",PVC
3349,get down to,"['get', 'down', 'to']",PVC
3350,get over,"['get', 'over']",PVC
3351,get on with,"['get', 'on', 'with']",PVC
3352,get on,"['get', 'on']",PVC
3353,get on,"['get', 'on']",PVC
3354,get on,"['get', 'on']",PVC
3355,make for,"['make', 'for']",PVC
3356,get over,"['get', 'over']",PVC
3357,take on,"['take', 'on']",PVC
3358,get out,"['get', 'out']",PVC
3359,get out,"['get', 'out']",PVC
3360,get at,"['get', 'at']",PVC
3361,make for,"['make', 'for']",PVC
3362,get over,"['get', 'over']",PVC
3363,get down to,"['get', 'down', 'to']",PVC
3364,get out,"['get', 'out']",PVC
3365,make for,"['make', 'for']",PVC
3366,get on,"['get', 'on']",PVC
3367,get over,"['get', 'over']",PVC
3368,give in,"['give', 'in']",PVC
3369,have on,"['have', 'on']",PVC
3370,make for,"['make', 'for']",PVC
3371,get out,"['get', 'out']",PVC
3372,make for,"['make', 'for']",PVC
3373,take after,"['take', 'after']",PVC
3374,make out,"['make', 'out']",PVC
3375,get on,"['get', 'on']",PVC
3376,get together,"['get', 'together']",PVC
3377,get out,"['get', 'out']",PVC
3378,get through,"['get', 'through']",PVC
3379,get out,"['get', 'out']",PVC
3380,get off,"['get', 'off']",PVC
3381,take on,"['take', 'on']",PVC
3382,have on,"['have', 'on']",PVC
3383,take on,"['take', 'on']",PVC
3384,make for,"['make', 'for']",PVC
3385,get through,"['get', 'through']",PVC
3386,give in,"['give', 'in']",PVC
3387,get on,"['get', 'on']",PVC
3388,make for,"['make', 'for']",PVC
3389,get on,"['get', 'on']",PVC
3390,get about,"['get', 'about']",PVC
3391,take on,"['take', 'on']",PVC
3392,get through,"['get', 'through']",PVC
3393,get on with,"['get', 'on', 'with']",PVC
3394,get behind,"['get', 'behind']",PVC
3395,get out,"['get', 'out']",PVC
3396,give in,"['give', 'in']",PVC
3397,get out,"['get', 'out']",PVC
3398,take on,"['take', 'on']",PVC
3399,get out,"['get', 'out']",PVC
3400,make over,"['make', 'over']",PVC
3401,take on,"['take', 'on']",PVC
3402,take on,"['take', 'on']",PVC
3403,have on,"['have', 'on']",PVC
3404,give in,"['give', 'in']",PVC
3405,get out,"['get', 'out']",PVC
3406,make for,"['make', 'for']",PVC
3407,get about,"['get', 'about']",PVC
3408,take on,"['take', 'on']",PVC
3409,get through,"['get', 'through']",PVC
3410,get off,"['get', 'off']",PVC
3411,get on,"['get', 'on']",PVC
3412,take on,"['take', 'on']",PVC
3413,get out,"['get', 'out']",PVC
3414,get down to,"['get', 'down', 'to']",PVC
3415,take on,"['take', 'on']",PVC
3416,have on,"['have', 'on']",PVC
3417,get about,"['get', 'about']",PVC
3418,get over,"['get', 'over']",PVC
3419,give in,"['give', 'in']",PVC
3420,get down to,"['get', 'down', 'to']",PVC
3421,get out,"['get', 'out']",PVC
3422,take on,"['take', 'on']",PVC
3423,get out,"['get', 'out']",PVC
3424,get on,"['get', 'on']",PVC
3425,get on,"['get', 'on']",PVC
3426,get on,"['get', 'on']",PVC
3427,get at,"['get', 'at']",PVC
3428,make for,"['make', 'for']",PVC
3429,make for,"['make', 'for']",PVC
3430,take on,"['take', 'on']",PVC
3431,take on,"['take', 'on']",PVC
3432,do up,"['do', 'up']",PVC
3433,get through,"['get', 'through']",PVC
3434,get out,"['get', 'out']",PVC
3435,make for,"['make', 'for']",PVC
3436,make out,"['make', 'out']",PVC
3437,take on,"['take', 'on']",PVC
3438,get off,"['get', 'off']",PVC
3439,get through,"['get', 'through']",PVC
3440,take on,"['take', 'on']",PVC
3441,do good,"['do', 'good']",PVC
3442,make for,"['make', 'for']",PVC
3443,get it on,"['get', 'it', 'on']",PVC
3444,get out,"['get', 'out']",PVC
3445,get on,"['get', 'on']",PVC
3446,take on,"['take', 'on']",PVC
3447,get on with,"['get', 'on', 'with']",PVC
3448,get on with,"['get', 'on', 'with']",PVC
3449,get on,"['get', 'on']",PVC
3450,give in,"['give', 'in']",PVC
3451,get at,"['get', 'at']",PVC
3452,make for,"['make', 'for']",PVC
3453,get over,"['get', 'over']",PVC
3454,have on,"['have', 'on']",PVC
3455,get over,"['get', 'over']",PVC
3456,take on,"['take', 'on']",PVC
3457,get through,"['get', 'through']",PVC
3458,get on,"['get', 'on']",PVC
3459,get out,"['get', 'out']",PVC
3460,make for,"['make', 'for']",PVC
3461,get out,"['get', 'out']",PVC
3462,take after,"['take', 'after']",PVC
3463,get on,"['get', 'on']",PVC
3464,take on,"['take', 'on']",PVC
3465,give in,"['give', 'in']",PVC
3466,get at,"['get', 'at']",PVC
3467,make for,"['make', 'for']",PVC
3468,get on with,"['get', 'on', 'with']",PVC
3469,make for,"['make', 'for']",PVC
3470,give in,"['give', 'in']",PVC
3471,give in,"['give', 'in']",PVC
3472,get on with,"['get', 'on', 'with']",PVC
3473,get out,"['get', 'out']",PVC
3474,take on,"['take', 'on']",PVC
3475,get out,"['get', 'out']",PVC
3476,get out,"['get', 'out']",PVC
3477,get out,"['get', 'out']",PVC
3478,get through,"['get', 'through']",PVC
3479,get on with,"['get', 'on', 'with']",PVC
3480,get through,"['get', 'through']",PVC
3481,get at,"['get', 'at']",PVC
3482,have on,"['have', 'on']",PVC
3483,make for,"['make', 'for']",PVC
3484,get at,"['get', 'at']",PVC
3485,get out,"['get', 'out']",PVC
3486,get on with,"['get', 'on', 'with']",PVC
3487,give in,"['give', 'in']",PVC
3488,get on,"['get', 'on']",PVC
3489,make for,"['make', 'for']",PVC
3490,make for,"['make', 'for']",PVC
3491,get on,"['get', 'on']",PVC
3492,get off,"['get', 'off']",PVC
3493,make for,"['make', 'for']",PVC
3494,get off,"['get', 'off']",PVC
3495,get through,"['get', 'through']",PVC
3496,give in,"['give', 'in']",PVC
3497,have on,"['have', 'on']",PVC
3498,get out,"['get', 'out']",PVC
3499,give in,"['give', 'in']",PVC
3500,take on,"['take', 'on']",PVC
3501,make out,"['make', 'out']",PVC
3502,get on,"['get', 'on']",PVC
3503,make out,"['make', 'out']",PVC
3504,take on,"['take', 'on']",PVC
3505,get on,"['get', 'on']",PVC
3506,get out,"['get', 'out']",PVC
3507,get on with,"['get', 'on', 'with']",PVC
3508,get on with,"['get', 'on', 'with']",PVC
3509,get out,"['get', 'out']",PVC
